6.00440336e-02,5.71210933e-02,-2.20282757e-01,-1.74478792e-01,-1.24744872e-01,-3.15318461e-02,9.60055586e-02,9.57052638e-02,8.58452447e-02,7.96479866e-02,-1.42576432e-01,7.27937637e-02,-5.88125055e-02,1.64573992e-02,7.15562381e-03,-3.57981911e-02,-7.32238895e-05,4.69229264e-02,-4.01171699e-02,5.27997509e-02,2.59466830e-02,3.75902608e-02,-2.24215014e-02,-5.70291933e-03,1.39179032e-01,-4.90402337e-02,-9.84552429e-02,2.10215741e-01,-1.44018982e-01,-6.11283598e-02,2.46796183e-02,1.72710573e-01
-0.0931163,-0.2076383,0.15204757,-0.0241096,0.03943124,-0.05535376,-0.04068409,-0.1300803,0.07394529,-0.03656605,0.11061678,-0.00565539,0.07879899,-0.28647513,-0.03090181,-0.00562326,0.02052191,-0.04408142,-0.04332276,0.16236058,0.10499674,-0.04369063,-0.00213678,0.02750691,0.14740332,-0.08713503,0.07559817,-0.0291449,-0.01069905,-0.05811814,0.22481741,0.00701361
0.12150585,0.12220684,-0.04459945,0.02738475,0.12045988,-0.08825546,-0.07574295,0.01935641,-0.0184526,-0.152227,0.01130784,0.09264529,0.01708866,-0.01368999,-0.07351194,-0.09200139,-0.12443498,-0.08310537,-0.10107297,0.01077347,0.04978548,-0.01565598,0.14633676,-0.03918635,-0.11231954,-0.09483791,0.03999812,0.21017567,0.03860511,-0.01577483,0.00089544,0.02058876
-5.02002206e-02,1.00635949e-01,1.20124342e-01,-9.40001568e-02,-1.02412591e-01,1.13806216e-02,7.96486952e-02,5.12527290e-03,3.22783351e-02,-2.52627081e-02,-2.61749663e-02,6.98282970e-02,-6.28229333e-02,-1.46034280e-02,-9.25044138e-02,-1.59583718e-01,-1.65731591e-01,1.25400129e-01,-4.78113768e-02,-2.84465196e-02,-4.78509895e-02,-2.76599967e-03,-8.28903190e-03,-1.09513023e-01,5.44585257e-02,-3.33362350e-02,-3.03812487e-02,-2.72812990e-01,3.01356644e-02,-1.07996338e-01,-2.47074047e-04,2.71026035e-02
0.28358836,-0.10588199,0.00823984,-0.10369341,0.04792094,-0.03669516,-0.01402914,0.0348867,0.02897522,-0.00582635,-0.1287783,0.08018594,0.01110362,-0.02612838,-0.03157862,0.1492011,-0.13111975,0.21936178,0.11025786,0.21936129,0.1009011,0.13841897,-0.01862752,0.14914347,0.04221726,-0.07116929,-0.05767038,0.03821105,0.16024569,-0.06047823,0.03862352,-0.12649644
0.00719261,0.04480713,-0.00599032,-0.01365702,-0.03868684,-0.08227073,0.10729172,0.04768145,0.05667842,-0.07262333,0.10583799,-0.0309594,-0.07747476,-0.10932865,0.0032953,0.06662454,0.06527736,-0.0643731,0.05077018,0.11990463,-0.11064246,0.01118406,0.27345552,0.0696007,0.09206229,0.04449986,-0.17048225,-0.1386184,0.01562799,0.03093804,-0.20457927,0.09655309
0.02031169,-0.15530171,0.01242432,-0.05575321,-0.21296986,0.03721331,-0.03396549,-0.0507957,0.04046717,0.04959623,0.02999606,-0.01906432,-0.02305926,-0.07045333,-0.17386569,-0.09315386,-0.01960112,0.00426611,0.05114224,-0.05210499,0.17423237,0.13631469,-0.01887854,0.06854458,-0.11667511,-0.01140621,0.05026143,0.09039818,0.08667563,-0.06447516,-0.12664091,0.13524421
0.14419921,0.10599538,0.0542708,-0.18216309,0.20508149,0.03488472,-0.0868071,0.3147877,0.10089349,-0.09049526,-0.05713659,0.06685422,0.06101423,0.10316655,0.05850921,0.06423396,-0.19504047,-0.07044749,-0.06138691,-0.00233591,-0.0744605,0.0745475,-0.00826723,-0.00512679,0.11140492,-0.05832725,-0.03013686,0.08221637,0.08087833,0.1071015,-0.22149191,-0.03270356
0.01021725,-0.02966991,-0.09795004,-0.14220915,-0.01641328,0.17415136,-0.03418256,-0.00168214,0.08567945,-0.04520959,0.0795726,0.02311938,-0.07058102,-0.03292399,0.15537631,0.03968637,-0.03722993,0.07134465,0.08186573,0.04051759,-0.02938917,0.111197,0.17830984,0.20701829,0.13689428,0.02172223,0.05586433,-0.04058093,0.09249092,-0.04548175,0.14887912,0.25776135
-0.12813409,0.247567,-0.14975113,-0.02316979,0.10131612,-0.00684472,0.0203665,0.09044128,-0.03503204,-0.19190456,0.02656197,0.08971832,-0.06095274,-0.00386995,-0.21121776,-0.10470003,-0.0488216,0.02408148,0.00971568,-0.00215763,0.05914986,-0.05160335,0.15951291,-0.08465242,0.06920544,0.02219051,0.15438745,-0.03656209,0.14383739,-0.07548178,0.06887056,-0.01872623
